AWE-Full image path,AWE image path,Subject ID
train/0159.png,030/01.png,M
train/0160.png,030/04.png,M
train/0161.png,030/05.png,M
train/0162.png,030/06.png,M
train/0163.png,030/07.png,M
train/0164.png,030/08.png,M
train/0165.png,003/01.png,M
train/0166.png,001/02.png,M
train/0167.png,031/01.png,M
train/0168.png,031/04.png,M
train/0169.png,031/05.png,M
train/0170.png,031/02.png,M
train/0171.png,031/06.png,M
train/0172.png,031/07.png,M
train/0173.png,031/08.png,M
train/0174.png,031/09.png,M
train/0175.png,031/10.png,M
train/0176.png,003/02.png,M
train/0177.png,032/02.png,M
train/0178.png,032/05.png,M
train/0179.png,032/06.png,M
train/0180.png,032/07.png,M
train/0181.png,032/08.png,M
train/0182.png,032/09.png,M
train/0183.png,032/10.png,M
train/0184.png,004/01.png,M
train/0185.png,032/03.png,M
train/0186.png,033/04.png,F
train/0187.png,033/07.png,F
train/0188.png,033/08.png,F
train/0189.png,033/09.png,F
train/0190.png,033/02.png,F
train/0191.png,033/10.png,F
train/0192.png,004/04.png,M
train/0193.png,033/03.png,F
train/0194.png,034/05.png,M
train/0195.png,034/06.png,M
train/0196.png,034/07.png,M
train/0197.png,034/09.png,M
train/0198.png,034/10.png,M
train/0199.png,034/03.png,M
train/0200.png,004/05.png,M
train/0201.png,034/04.png,M
train/0202.png,035/01.png,M
train/0203.png,035/02.png,M
train/0204.png,035/03.png,M
train/0205.png,035/04.png,M
train/0206.png,035/05.png,M
train/0207.png,035/09.png,M
train/0208.png,035/10.png,M
train/0209.png,036/03.png,M
train/0210.png,036/04.png,M
train/0211.png,036/05.png,M
train/0212.png,036/06.png,M
train/0213.png,036/07.png,M
train/0214.png,036/08.png,M
train/0215.png,036/09.png,M
train/0216.png,037/01.png,F
train/0217.png,037/02.png,F
train/0218.png,037/03.png,F
train/0219.png,037/04.png,F
train/0220.png,037/05.png,F
train/0221.png,037/06.png,F
train/0222.png,037/07.png,F
train/0223.png,037/08.png,F
train/0224.png,037/09.png,F
train/0225.png,038/04.png,M
train/0226.png,038/05.png,M
train/0227.png,038/06.png,M
train/0228.png,038/07.png,M
train/0229.png,038/08.png,M
train/0230.png,038/09.png,M
train/0231.png,038/10.png,M
train/0232.png,004/08.png,M
train/0233.png,038/01.png,M
train/0234.png,039/02.png,M
train/0235.png,039/06.png,M
train/0236.png,039/07.png,M
train/0237.png,039/08.png,M
train/0238.png,039/09.png,M
train/0239.png,039/10.png,M
train/0240.png,004/09.png,M
train/0241.png,039/01.png,M
train/0242.png,040/01.png,M
train/0243.png,040/02.png,M
train/0244.png,040/05.png,M
train/0245.png,040/08.png,M
train/0246.png,040/09.png,M
train/0247.png,040/10.png,M
train/0248.png,004/10.png,M
train/0249.png,001/04.png,M
train/0250.png,040/04.png,M
train/0251.png,041/01.png,M
train/0252.png,041/03.png,M
train/0253.png,041/04.png,M
train/0254.png,041/05.png,M
train/0255.png,041/06.png,M
train/0256.png,041/10.png,M
train/0257.png,004/03.png,M
train/0258.png,041/02.png,M
train/0259.png,042/02.png,M
train/0260.png,042/03.png,M
train/0261.png,042/04.png,M
train/0262.png,042/05.png,M
train/0263.png,042/06.png,M
train/0264.png,042/07.png,M
train/0265.png,042/08.png,M
train/0266.png,005/01.png,M
train/0267.png,043/01.png,M
train/0268.png,043/02.png,M
train/0269.png,043/03.png,M
train/0270.png,043/04.png,M
train/0271.png,043/05.png,M
train/0272.png,043/06.png,M
train/0273.png,043/07.png,M
train/0274.png,043/08.png,M
train/0275.png,043/09.png,M
train/0276.png,005/09.png,M
train/0277.png,044/04.png,M
train/0278.png,044/05.png,M
train/0279.png,044/06.png,M
train/0280.png,044/07.png,M
train/0281.png,044/08.png,M
train/0282.png,044/09.png,M
train/0283.png,044/01.png,M
train/0284.png,005/10.png,M
train/0285.png,044/10.png,M
train/0286.png,045/01.png,M
train/0287.png,045/05.png,M
train/0288.png,045/06.png,M
train/0289.png,045/07.png,M
train/0290.png,045/08.png,M
train/0291.png,045/09.png,M
train/0292.png,005/04.png,M
train/0293.png,045/10.png,M
train/0294.png,046/03.png,M
train/0295.png,046/04.png,M
train/0296.png,046/01.png,M
train/0297.png,046/07.png,M
train/0298.png,046/08.png,M
train/0299.png,046/09.png,M
train/0300.png,005/02.png,M
train/0301.png,046/10.png,M
train/0302.png,047/01.png,M
train/0303.png,047/05.png,M
train/0304.png,047/06.png,M
train/0305.png,047/07.png,M
train/0306.png,047/08.png,M
train/0307.png,047/03.png,M
train/0308.png,047/04.png,M
train/0309.png,048/01.png,M
train/0310.png,048/04.png,M
train/0311.png,048/05.png,M
train/0312.png,048/06.png,M
train/0313.png,048/07.png,M
train/0314.png,048/08.png,M
train/0315.png,048/02.png,M
train/0316.png,049/01.png,M
train/0317.png,049/02.png,M
train/0318.png,049/03.png,M
train/0319.png,049/04.png,M
train/0320.png,049/05.png,M
train/0321.png,049/06.png,M
train/0322.png,049/07.png,M
train/0323.png,049/08.png,M
train/0324.png,049/09.png,M
train/0325.png,050/05.png,M
train/0326.png,050/06.png,M
train/0327.png,050/07.png,M
train/0328.png,050/08.png,M
train/0329.png,050/09.png,M
train/0330.png,050/01.png,M
train/0331.png,050/10.png,M
train/0332.png,005/08.png,M
train/0333.png,001/05.png,M
train/0334.png,050/02.png,M
train/0335.png,051/03.png,M
train/0336.png,051/07.png,M
train/0337.png,051/08.png,M
train/0338.png,051/01.png,M
train/0339.png,051/09.png,M
train/0340.png,051/10.png,M
train/0341.png,005/03.png,M
train/0342.png,051/02.png,M
train/0343.png,052/01.png,M
train/0344.png,052/04.png,M
train/0345.png,052/05.png,M
train/0346.png,052/09.png,M
train/0347.png,052/10.png,M
train/0348.png,052/02.png,M
train/0349.png,006/01.png,M
train/0350.png,052/03.png,M
train/0351.png,053/01.png,F
train/0352.png,053/02.png,F
train/0353.png,053/03.png,F
train/0354.png,053/04.png,F
train/0355.png,053/05.png,F
train/0356.png,053/09.png,F
train/0357.png,006/09.png,M
train/0358.png,053/10.png,F
train/0359.png,054/05.png,M
train/0360.png,054/06.png,M
train/0361.png,054/01.png,M
train/0362.png,054/07.png,M
train/0363.png,054/08.png,M
train/0364.png,054/09.png,M
train/0365.png,054/10.png,M
train/0366.png,006/10.png,M
train/0367.png,055/01.png,M
train/0368.png,055/03.png,M
train/0369.png,055/04.png,M
train/0370.png,055/05.png,M
train/0371.png,055/06.png,M
train/0372.png,055/07.png,M
train/0373.png,055/08.png,M
train/0374.png,055/02.png,M
train/0375.png,055/09.png,M
train/0376.png,006/02.png,M
train/0377.png,056/04.png,M
train/0378.png,056/01.png,M
train/0379.png,056/05.png,M
train/0380.png,056/06.png,M
train/0381.png,056/07.png,M
train/0382.png,056/08.png,M
train/0383.png,056/09.png,M
train/0384.png,006/03.png,M
train/0385.png,056/10.png,M
train/0386.png,057/02.png,M
train/0387.png,057/06.png,M
train/0388.png,057/07.png,M
train/0389.png,057/08.png,M
train/0390.png,057/09.png,M
train/0391.png,057/01.png,M
train/0392.png,006/04.png,M
train/0393.png,057/10.png,M
train/0394.png,058/01.png,M
train/0395.png,058/04.png,M
train/0396.png,058/05.png,M
train/0397.png,058/09.png,M
train/0398.png,058/10.png,M
train/0399.png,058/02.png,M
train/0400.png,006/05.png,M
train/0401.png,058/03.png,M
train/0402.png,059/01.png,M
train/0403.png,059/03.png,M
train/0404.png,059/04.png,M
train/0405.png,059/05.png,M
train/0406.png,059/06.png,M
train/0407.png,059/10.png,M
train/0408.png,059/02.png,M
train/0409.png,060/01.png,M
train/0410.png,060/05.png,M
train/0411.png,060/02.png,M
train/0412.png,060/06.png,M
train/0413.png,060/03.png,M
train/0414.png,060/07.png,M
train/0415.png,060/08.png,M
train/0416.png,001/06.png,M
train/0417.png,061/05.png,M
train/0418.png,061/06.png,M
train/0419.png,061/07.png,M
train/0420.png,061/01.png,M
train/0421.png,061/02.png,M
train/0422.png,061/08.png,M
train/0423.png,061/09.png,M
train/0424.png,061/10.png,M
train/0425.png,061/03.png,M
train/0426.png,062/05.png,M
train/0427.png,062/02.png,M
train/0428.png,062/06.png,M
train/0429.png,062/07.png,M
train/0430.png,062/08.png,M
train/0431.png,062/09.png,M
train/0432.png,062/10.png,M
train/0433.png,007/01.png,M
train/0434.png,062/03.png,M
train/0435.png,063/03.png,M
train/0436.png,063/07.png,M
train/0437.png,063/08.png,M
train/0438.png,063/09.png,M
train/0439.png,063/10.png,M
train/0440.png,063/01.png,M
train/0441.png,007/02.png,M
train/0442.png,063/02.png,M
train/0443.png,064/03.png,M
train/0444.png,064/04.png,M
train/0445.png,064/05.png,M
train/0446.png,064/09.png,M
train/0447.png,064/01.png,M
train/0448.png,064/10.png,M
train/0449.png,007/03.png,M
train/0450.png,064/02.png,M
train/0451.png,065/01.png,M
train/0452.png,065/05.png,M
train/0453.png,065/06.png,M
train/0454.png,065/02.png,M
train/0455.png,065/07.png,M
train/0456.png,065/03.png,M
train/0457.png,065/04.png,M
train/0458.png,066/01.png,M
train/0459.png,066/03.png,M
train/0460.png,066/04.png,M
train/0461.png,066/05.png,M
train/0462.png,066/06.png,M
train/0463.png,066/07.png,M
train/0464.png,066/08.png,M
train/0465.png,007/05.png,M
train/0466.png,067/01.png,M
train/0467.png,067/05.png,M
train/0468.png,067/06.png,M
train/0469.png,067/07.png,M
train/0470.png,067/08.png,M
train/0471.png,067/02.png,M
train/0472.png,067/09.png,M
train/0473.png,067/10.png,M
train/0474.png,067/03.png,M
train/0475.png,007/06.png,M
train/0476.png,068/03.png,M
train/0477.png,068/04.png,M
train/0478.png,068/05.png,M
train/0479.png,068/06.png,M
train/0480.png,068/07.png,M
train/0481.png,068/08.png,M
train/0482.png,068/09.png,M
train/0483.png,007/07.png,M
train/0484.png,068/10.png,M
train/0485.png,069/03.png,M
train/0486.png,069/07.png,M
train/0487.png,069/08.png,M
train/0488.png,069/09.png,M
train/0489.png,069/01.png,M
train/0490.png,069/10.png,M
train/0491.png,007/08.png,M
train/0492.png,069/02.png,M
train/0493.png,070/01.png,M
train/0494.png,070/02.png,M
train/0495.png,070/05.png,M
train/0496.png,070/08.png,M
train/0497.png,070/09.png,M
train/0498.png,070/10.png,M
train/0499.png,007/09.png,M
train/0500.png,001/07.png,M
train/0501.png,070/04.png,M
train/0502.png,071/04.png,M
train/0503.png,071/01.png,M
train/0504.png,071/05.png,M
train/0505.png,071/06.png,M
train/0506.png,071/07.png,M
train/0507.png,071/10.png,M
train/0508.png,071/03.png,M
train/0509.png,072/01.png,M
train/0510.png,072/02.png,M
train/0511.png,072/04.png,M
train/0512.png,072/05.png,M
train/0513.png,072/06.png,M
train/0514.png,072/07.png,M
train/0515.png,072/08.png,M
train/0516.png,073/04.png,M
train/0517.png,073/05.png,M
train/0518.png,073/06.png,M
train/0519.png,073/07.png,M
train/0520.png,073/08.png,M
train/0521.png,073/01.png,M
train/0522.png,073/09.png,M
train/0523.png,073/10.png,M
train/0524.png,073/02.png,M
train/0525.png,074/03.png,F
train/0526.png,074/04.png,F
train/0527.png,074/05.png,F
train/0528.png,074/06.png,F
train/0529.png,074/07.png,F
train/0530.png,074/08.png,F
train/0531.png,074/09.png,F
train/0532.png,008/07.png,M
train/0533.png,074/10.png,F
train/0534.png,075/01.png,M
train/0535.png,075/05.png,M
train/0536.png,075/06.png,M
train/0537.png,075/07.png,M
train/0538.png,075/08.png,M
train/0539.png,075/09.png,M
train/0540.png,008/02.png,M
train/0541.png,075/10.png,M
train/0542.png,076/03.png,F
train/0543.png,076/04.png,F
train/0544.png,076/05.png,F
train/0545.png,076/09.png,F
train/0546.png,076/01.png,F
train/0547.png,076/10.png,F
train/0548.png,008/03.png,M
train/0549.png,076/02.png,F
train/0550.png,077/02.png,M
train/0551.png,077/03.png,M
train/0552.png,077/04.png,M
train/0553.png,077/05.png,M
train/0554.png,077/06.png,M
train/0555.png,077/10.png,M
train/0556.png,008/08.png,M
train/0557.png,077/01.png,M
train/0558.png,078/06.png,M
train/0559.png,078/03.png,M
train/0560.png,078/07.png,M
train/0561.png,078/08.png,M
train/0562.png,078/04.png,M
train/0563.png,078/09.png,M
train/0564.png,078/10.png,M
train/0565.png,008/09.png,M
train/0566.png,079/02.png,M
train/0567.png,079/03.png,M
train/0568.png,079/04.png,M
train/0569.png,079/01.png,M
train/0570.png,079/05.png,M
train/0571.png,079/06.png,M
train/0572.png,079/07.png,M
train/0573.png,079/08.png,M
train/0574.png,079/09.png,M
train/0575.png,008/10.png,M
train/0576.png,080/03.png,M
train/0577.png,080/04.png,M
train/0578.png,080/05.png,M
train/0579.png,080/06.png,M
train/0580.png,080/07.png,M
train/0581.png,080/08.png,M
train/0582.png,080/09.png,M
train/0583.png,008/04.png,M
train/0584.png,001/08.png,M
train/0585.png,080/10.png,M
train/0586.png,081/01.png,M
train/0587.png,081/03.png,M
train/0588.png,081/07.png,M
train/0589.png,081/08.png,M
train/0590.png,081/09.png,M
train/0591.png,081/10.png,M
train/0592.png,008/05.png,M
train/0593.png,081/04.png,M
train/0594.png,082/03.png,M
train/0595.png,082/04.png,M
train/0596.png,082/05.png,M
train/0597.png,082/07.png,M
train/0598.png,082/08.png,M
train/0599.png,082/09.png,M
train/0600.png,009/03.png,F
train/0601.png,082/10.png,M
train/0602.png,083/01.png,M
train/0603.png,083/04.png,M
train/0604.png,083/05.png,M
train/0605.png,083/06.png,M
train/0606.png,083/07.png,M
train/0607.png,083/10.png,M
train/0608.png,083/03.png,M
train/0609.png,084/04.png,M
train/0610.png,084/05.png,M
train/0611.png,084/06.png,M
train/0612.png,084/07.png,M
train/0613.png,084/01.png,M
train/0614.png,084/08.png,M
train/0615.png,084/09.png,M
train/0616.png,085/01.png,M
train/0617.png,085/03.png,M
train/0618.png,085/04.png,M
train/0619.png,085/05.png,M
train/0620.png,085/06.png,M
train/0621.png,085/07.png,M
train/0622.png,085/08.png,M
train/0623.png,085/09.png,M
train/0624.png,085/10.png,M
train/0625.png,086/07.png,F
train/0626.png,086/08.png,F
train/0627.png,086/09.png,F
train/0628.png,086/10.png,F
train/0629.png,086/02.png,F
train/0630.png,086/03.png,F
train/0631.png,086/04.png,F
train/0632.png,009/06.png,F
train/0633.png,086/05.png,F
train/0634.png,087/01.png,M
train/0635.png,087/02.png,M
train/0636.png,087/07.png,M
train/0637.png,087/08.png,M
train/0638.png,087/09.png,M
train/0639.png,087/10.png,M
train/0640.png,009/07.png,F
train/0641.png,087/03.png,M
train/0642.png,088/05.png,M
train/0643.png,088/06.png,M
train/0644.png,088/07.png,M
train/0645.png,088/01.png,M
train/0646.png,088/02.png,M
train/0647.png,088/03.png,M
train/0648.png,009/08.png,F
train/0649.png,088/04.png,M
train/0650.png,089/02.png,M
train/0651.png,089/03.png,M
train/0652.png,089/04.png,M
train/0653.png,089/05.png,M
train/0654.png,089/06.png,M
train/0655.png,089/10.png,M
train/0656.png,009/09.png,F
train/0657.png,089/01.png,M
train/0658.png,090/01.png,M
train/0659.png,090/04.png,M
train/0660.png,090/05.png,M
train/0661.png,090/02.png,M
train/0662.png,090/06.png,M
train/0663.png,090/07.png,M
train/0664.png,090/03.png,M
train/0665.png,009/10.png,F
train/0666.png,001/09.png,M
train/0667.png,091/04.png,M
train/0668.png,091/05.png,M
train/0669.png,091/06.png,M
train/0670.png,091/01.png,M
train/0671.png,091/07.png,M
train/0672.png,091/08.png,M
train/0673.png,091/09.png,M
train/0674.png,091/10.png,M
train/0675.png,091/02.png,M
train/0676.png,009/02.png,F
train/0677.png,092/04.png,M
train/0678.png,092/05.png,M
train/0679.png,092/02.png,M
train/0680.png,092/06.png,M
